,items
107312,1697200
107313,1988815
107314,417055
107315,1618192
107316,782051
107317,1077123
107318,1076484
107319,985499
107320,145906
107321,365608
107322,2828118
107323,1776280
107324,948174
107325,167112
107326,153475
107327,1375284
107328,174086
107329,2937389,398222
107330,644425
107331,127495
107332,527130
107333,175496
107334,839499
107335,1490515
107336,136110
107337,1378631
107338,1484383
107339,1662825
107340,865225
107341,229145
107342,2599464
107343,153475
107344,152836
107345,1831026
107346,2650125,127081
107347,1351623
107348,174391
107349,1821702,830504,1912012
107350,450618
107351,2764635,1195998
107352,352365
107353,679340,920132
107354,2131449
107355,265806
107356,2488048
107357,160612
107358,1314666
107359,1393891
107360,1560875
107361,340686
107362,616682,403038
107363,2343054
107364,141761
107365,2720289
107366,125465
107367,2793818,1194169
107368,795734
107369,180014
107370,176490
107371,1042783
107372,127495
107373,1662059,127865
107374,1516843
107375,1126394,1479699
107376,1468203
107377,1726201
107378,1186923
107379,1145592
107380,1954806
107381,130727
107382,164593
107383,2900227
107384,1754771
107385,125564
107386,123793
107387,1746190,1729232
107388,463770
107389,336097
107390,996851,2235993
107391,130259
107392,712527
107393,1763704,376219
107394,1427750
107395,781281
107396,1516843
107397,287475
107398,125564
107399,1194539
107400,434013
107401,172027
107402,1750612
107403,1375928
107404,130259
107405,1449758,131698
107406,427691
107407,1210233
107408,943143
107409,497719
107410,1546247
107411,162634
107412,533452
107413,127865
107414,849468
107415,235441
107416,155820
107417,1064397
107418,187477
107419,179124
107420,472922
107421,1255726
107422,1859039
107423,145906
107424,136110
107425,660136,491342
107426,123373
107427,127865,123793
107428,1179273,1166927
107429,140877
107430,266651
107431,126335
107432,1826136
107433,161541
107434,334588
107435,1676837
107436,2280839
107437,637670
107438,1832871
107439,360075,763288,1621234,538840
107440,627759
107441,1916904
107442,947192,1291744
107443,1575533
107444,1126394
107445,123793
107446,468951,1615177
107447,131533
107448,644706
107449,1479136
107450,125424
107451,263981
107452,136860
107453,149913
107454,986546
107455,226072,1651965,652189,1330312,2239596,293370
107456,2673990,1496340
107457,1022099
107458,646512
107459,948174,2026327,595269
107460,276603
107461,1703776
107462,1701960
107463,1115837,1901762
107464,164051
107465,131698
107466,644425
107467,1869763
107468,123793
107469,134393
107470,2063202
107471,1313746
107472,644706
107473,1662825
107474,124204
107475,169961
107476,146684
107477,140321
107478,139086
107479,1092231
107480,553143
107481,716777
107482,387552
107483,1209909
107484,485187
107485,644706
107486,190793
107487,968649
107488,2044701
107489,1911737
107490,618661
107491,1165054
107492,131117
107493,1793377
107494,597314
107495,1175903
107496,174086
107497,285225
107498,921642,714374
107499,1090011
107500,1884484
107501,147594
107502,2529948,154652
107503,2044701
107504,190238
107505,144585,539385
107506,161541
107507,2606386
107508,149739
107509,166633
107510,1621234
107511,2459331
107512,682043,1780063,2566679
107513,1573992
107514,1783600
107515,581032
107516,1406056
107517,929570
107518,126335
107519,132738
107520,1882731
107521,1353012
107522,154652
107523,624407
107524,2783742
107525,1615177
107526,1808901
107527,137585
107528,1869763
107529,1671970,1859039
107530,190529
107531,1378631
107532,1842923
107533,2553295,376881
107534,138431
107535,371022
107536,1977540
107537,1655531,366475
107538,142179
107539,145906,125564
107540,168592
107541,1711225
107542,128959
107543,128959
107544,591853
107545,2886456
107546,1567172
107547,1018841,2916025
107548,909221
107549,1073611
107550,130259
107551,127865
107552,575727
107553,174086
107554,1031440
107555,174086
107556,178429
107557,269172
107558,2453339
107559,664127
107560,2478188
107561,2403303
107562,2022354
107563,2742743
107564,146684
107565,154002
107566,2420796
107567,1665000
107568,640617
107569,348662
107570,1273589
107571,620524
107572,135750
107573,1894232
107574,764278,1115223,1213752
107575,638571
107576,2876727
107577,2768637
107578,699225
107579,127865
107580,1505204
107581,150138
107582,142179
107583,1229740
107584,168592
107585,468020
107586,898283
107587,1992625
107588,374793
107589,2444721
107590,1701960
107591,1796472
107592,1408079
107593,765872
107594,126335
107595,1000739
107596,397391
107597,1894232
107598,1492185,2566679
107599,2366148
107600,1648416,2021815,1300249,2257456
107601,1223581
107602,310735
107603,708549,231716
107604,1731993
107605,2554847
107606,2752514
107607,2820076
107608,2768637
107609,2148471
107610,2923916
107611,2633784
107612,2657161
107613,2180111,2608964,2544575
107614,2123850,2432534,2014078
107615,1835732
107616,2752000
107617,162634
107618,1566348
107619,1210233
107620,2728805
107621,1695279
107622,2684666
107623,416213
107624,168592
107625,1257763
107626,126335
107627,285225
107628,763288
107629,131533
107630,756020
107631,360837
107632,195076
107633,2829930
107634,2379195
107635,1419083
107636,123793
107637,1680252
107638,903647
107639,780380,833666
107640,323450
107641,595965
107642,1003076
107643,1023159
107644,130727
107645,176490
107646,131533
107647,1920477
107648,2463317
107649,534314
107650,149739
107651,188052
107652,134015
107653,2826127,1841367
107654,1437612
107655,1584000
107656,1210197
107657,1773356,1298171
107658,310735,1010328
107659,2154123
107660,2343090
107661,123793
107662,640121
107663,441162
107664,2715916
107665,815195,1826136
107666,2934869
107667,2554847
107668,387552
107669,154652
107670,168592
107671,632507
107672,487852
107673,451860
107674,1099773
107675,533452,1618682
107676,1327434
107677,755371
107678,677837
107679,1859039
107680,1278888
107681,670966
107682,2127264,394079,1578743,588349
107683,1449671
107684,1174307
107685,963476
107686,642677
107687,1773356
107688,1832871,127865
107689,1070445
107690,1859039
107691,468314
107692,730604
107693,872442
107694,1415952
107695,1566348
107696,1941671,2334570
107697,2912138
107698,149739
107699,576743
107700,801920
107701,1851598
107702,1815068
107703,614775
107704,1695878
107705,124204
107706,127865
107707,1308013,131117
107708,536347
107709,2850568,2569151,1800249
107710,312893
107711,123793
107712,1408079
107713,2160087
107714,448965,2193759,2561746,1967750,2238060
107715,1099530
107716,2829293,946530
107717,148089
107718,1882731
107719,134393
107720,127865
107721,730008
107722,148089
107723,2509818
107724,123373
107725,123793
107726,1851598
107727,132135
107728,140321
107729,1226293
107730,136860
107731,1730182
107732,478490
107733,2337876
107734,2606386
107735,1161988
107736,167112,184374
107737,1090064
107738,1996590
107739,1625102
107740,1839031
107741,467817
107742,1425193
107743,172914
107744,2896412
107745,180843
107746,382883
107747,126335
107748,1134208
107749,432275
107750,136860
107751,1918815
107752,139086
107753,1294660
107754,127865
107755,1406056
107756,140321
107757,168592
107758,1163310
107759,128730,644425
107760,183194
107761,1446293,834620
107762,123373
107763,149739
107764,1859039
107765,1090064
107766,1419083,183194,131533
107767,141688
107768,943243
107769,1693454
107770,1842684
107771,2565135
107772,1770993,2622193
107773,1937078
107774,349579
107775,185226
107776,2281848,890105
107777,1680252
107778,2343054
107779,125564
107780,127865
107781,932347
107782,2508510
107783,168592
107784,655967
107785,1573992
107786,1552178
107787,2767494
107788,131117
107789,1515649
107790,1017726
107791,1793377
107792,1383632
107793,764165
107794,130727
107795,1971222
107796,637670
107797,1463543
107798,1337205
107799,1090219,1257812
107800,1501987
107801,1806296
107802,909677
107803,154002
107804,174086
107805,1308013
107806,2829293,755371
107807,451969
107808,160612
107809,903091
107810,316117
107811,298336
107812,1769937
107813,193179
107814,826125
107815,2826127
107816,1744232
107817,154002
107818,1437612
107819,186629
107820,125424
107821,2340996,1216038
107822,1769204
107823,1937078
107824,2060880,1538863
107825,805122
107826,1512783
107827,1166927,424962
107828,1738690
107829,883661
107830,145906
107831,131533
107832,696761
107833,654025,987052
107834,1812370
107835,130259
107836,126335
107837,719650,341450
107838,123793
107839,541999
107840,709832
107841,149739
107842,889239
107843,1665000
107844,241461
107845,132738
107846,128959
107847,287475
107848,123793
107849,1913010
107850,125564
107851,1904556
107852,1615177
107853,156607
107854,174086
107855,1257812,132738,1785451,127865
107856,1634480
107857,134393
107858,128959
107859,1697200
107860,1546247
107861,1315221
107862,1213427
107863,1501987
107864,125564
107865,1126889
107866,2505803
107867,493510
107868,943243
107869,1851598
107870,194369
107871,784545
107872,1057664,1589928,1983744,1676837,2654048,2783742,467817
107873,357231,1056939
107874,2343054
107875,1532367
107876,136860
107877,1769705
107878,781825,285225
107879,1013498
107880,196859,125564
107881,1090064
107882,1091654
107883,898529,708613
107884,491342
107885,824029
107886,143094
107887,1361212,1077340
107888,2432860
107889,181161
107890,134015
107891,138431
107892,1737699
107893,1366530
107894,1227811
107895,772587
107896,523495
107897,128959
107898,1739627
107899,781825
107900,176490
107901,1774617,1880294
107902,197170
107903,1229740
107904,795320
107905,311350
107906,532135,2310753
107907,124204
107908,172027
107909,1672802
107910,145417
107911,1449570
107912,736247
107913,168592
107914,647299
107915,1240309
107916,547674
107917,1621234,241461
107918,623373
107919,1484078
107920,148089
107921,358662
107922,1236359
107923,1154164
107924,2273401
107925,167112
107926,1176605
107927,1697200
107928,638318
107929,374312
107930,178429,1420770
107931,145906
107932,1851598
107933,196859,147594
107934,1730182
107935,690634
107936,169961
107937,1418138
107938,616481
107939,146684
107940,1750582
107941,1235577
107942,137585,1770781
107943,263981
107944,2155094
107945,2473413,933691
107946,152662
107947,986296,2846069,357231,2366148,2714854,1012189,2606386,1434272,2329479,1113191,1178721,188052,1223725
107948,197170
107949,849468
107950,649440
107951,339498
107952,1671970
107953,1308013
107954,2354652
107955,125564
107956,632507
107957,1826136
107958,1212992
107959,432275
107960,187164
107961,127495
107962,561215
107963,528590
107964,1231549,1298692
107965,644425
107966,166633
107967,946530,1142056,646512
107968,1262352
107969,708493
107970,1139708
107971,1645046
107972,255986
107973,992520
107974,2303880
107975,550590
107976,132738
107977,125465
107978,180843
107979,644425
107980,1048184
107981,1949394
107982,1858651
107983,931734
107984,569424
107985,247543
107986,479018
107987,147594,946530,575727,1889597
107988,756020
107989,963476,1730006
107990,149739
107991,1313942
107992,1463543
107993,1788819
107994,789767
107995,124204
107996,136110
107997,644706
107998,928312
107999,963476
108000,1785451
108001,1746190
108002,1733906
108003,182578
108004,2316191
108005,2263252,2592307
108006,2831689
108007,2529948,2761821,1809616
108008,2623770
108009,2642307
108010,2763061
108011,1570915
108012,2096293,1615177,2406172
108013,127865
108014,815195
108015,532135
108016,1730006
108017,554095,2619062,1390469
108018,1687082
108019,897494
108020,698153
108021,1023159,466944
108022,151551
108023,1432504
108024,1459539
108025,2566679
108026,1002863
108027,637042
108028,141300
108029,195124
108030,151551
108031,141688
108032,1959943,1048184
108033,634306
108034,1567231
108035,174086
108036,1378631
108037,131117
108038,999837
108039,1698166
108040,2120468
108041,858304
108042,1048184
108043,545632
108044,1429859
108045,1800249
108046,1860491,1697200
108047,1622747
108048,139086
108049,2847946
108050,164051
108051,1420770
108052,1207456
108053,1728434,1804544
108054,310454
108055,1334728
108056,1678888
108057,1543130
108058,1939556,1069002
108059,127865
108060,1479699
108061,354557,595269
108062,1731468
108063,2531779
108064,1390540
108065,741980
108066,1638062,427500
108067,125465
108068,172027
108069,126335
108070,1805488,1796472
108071,125564
108072,132738
108073,833666
108074,1148823
108075,1073611
108076,143094
108077,180014
108078,1675905
108079,1729496
108080,135750
108081,169961
108082,1126889
108083,427691,574909
108084,1213796
108085,1196605
108086,173235
108087,1076484
108088,263699
108089,138431
108090,145906
108091,2279989
108092,1737394
108093,254960
108094,125465
108095,963476
108096,849468
108097,1160869
108098,1348294
108099,1010328
108100,197170
108101,172027
108102,1238932
108103,1295171
108104,240913
108105,2758095,721424
108106,1730006
108107,859889
108108,197170
108109,686884
108110,763288
108111,132738
108112,417055
108113,1738544
108114,172027
108115,1069879
108116,184374
108117,709832
108118,1706040
108119,123793
108120,2653183
108121,1630499
108122,1313942
108123,2586703
108124,858304
108125,1277141
108126,646029
108127,571441
108128,141761
108129,1676837
108130,1821110,1727972,155381,339498
108131,2780710
108132,2267346
108133,137585
108134,1274956
108135,2593224
108136,2832958
108137,1515649
108138,1962198
108139,1769705
108140,2826127
108141,1992625
108142,593478
108143,1091654,552718,1729232
108144,151551
108145,591636
108146,722678
108147,132135
108148,1547971
108149,1018136
108150,137585
108151,2063202
108152,2375743
108153,1484383
108154,1675905
108155,1031440
108156,1317846
108157,1956527
108158,555308
108159,492247
108160,2494898
108161,2369804
108162,1783169
108163,2347853
108164,2048018
108165,1235119
108166,2810718
108167,407719
108168,2924635
108169,2233916
108170,2429745
108171,1685669,1123982
108172,214411
108173,2320553
108174,2225639
108175,2515750,1873222,1526552
108176,2312662
108177,1253724,955742
108178,1055399
108179,1263144,1966301
108180,406895
108181,2892981
108182,986546
108183,174086
108184,795320
108185,921642
108186,125424
108187,173235
108188,904766
108189,1547971
108190,1996590
108191,616682
108192,227716
108193,125564
108194,1390212
108195,1626903
108196,241461
108197,803339,1146287
108198,1694554
108199,2586703
108200,1378631
108201,1769937
108202,1316534,199231
108203,342311
108204,420498
108205,1673120
108206,1353012
108207,1615177
108208,1496586,2692985
108209,1252187
108210,147594
108211,1729232
108212,550590
108213,1869763,1720525
108214,1698166
108215,2125959,1880689,1191124
108216,972048
108217,304354
108218,1849737
108219,1313942
108220,127865
108221,1110985
108222,174086
108223,491342
108224,610093
108225,556224
108226,443464
108227,125465
108228,709848
108229,166006
108230,164593
108231,1338469,188485,127865
108232,1631851
108233,451969
108234,1295171
108235,1141067
108236,1223725
108237,176025
108238,1768706
108239,152836
108240,1043392
108241,958423
108242,1255302
108243,1880294
108244,1069879,1805488
108245,144051
108246,1968677
108247,833666
108248,1064397
108249,1729232
108250,1390469
108251,2884139
108252,125424
108253,1566348
108254,1920477
108255,1237986
108256,272388
108257,2612706
108258,127865
108259,132135
108260,141761
108261,541999
108262,1676837
108263,168592
108264,1609392
108265,567453
108266,139086
108267,818635
108268,1539576
108269,185800
108270,123793
108271,145906
108272,145906
108273,1329801,1951265,278878,534890
108274,132738
108275,992169
108276,1226293
108277,1971103
108278,1312996
108279,1090219
108280,2696735
108281,131117
108282,1092231
108283,1274956
108284,174086
108285,1113191
108286,452942,903647
108287,1729232
108288,1969604
108289,432275
108290,2228408
108291,463324
108292,945880
108293,125564
108294,144585
108295,232082,1363651,2930542
108296,174086
108297,322704
108298,131533
108299,242782
108300,960463
108301,1484383
108302,1695279
108303,2246892,2305405
108304,2701429
108305,1325194
108306,582976,1773356,471376
108307,1689209
108308,2884139,954303
108309,532135
108310,670389
108311,2892101
108312,2463317
108313,703458
108314,2574712
108315,1108814
108316,144714
108317,131533
108318,227716
108319,1733906
108320,139086
108321,1442452,1714731
108322,748419
108323,363135
108324,507766,833599
108325,1774617,2620667,1164098
108326,2746761,673917
108327,324607,226529
108328,864981
108329,649983,1680252,1718885
108330,1904556
108331,498544
108332,348662
108333,1867652,783906,1770781,343137
108334,142179
108335,124204
108336,136110
108337,1769705
108338,241461
108339,2303762,1982904
108340,180843
108341,130727,155820
108342,128730
108343,1918620
108344,1409027
108345,1339136
108346,1303995
108347,304354
108348,668280
108349,127865
108350,1575533
108351,172027
108352,176025
108353,222762
108354,451860
108355,903647
108356,1337205
108357,466944
108358,143094
108359,1484078
108360,168610
108361,1859039
108362,2673874
108363,145906
108364,152836
108365,1449570
108366,147594
108367,123793,149739
108368,1064397
108369,182915
108370,141761
108371,127865
108372,671761
108373,730008
108374,2603909
108375,2895903
108376,863680
108377,1378631
108378,350461
108379,1463543
108380,1213427
108381,569795
108382,902478
108383,1615177,931139
108384,1436642
108385,197170
108386,162634
108387,228702
108388,909677
108389,226072
108390,903647,1916198
108391,1516843,323870
108392,431702
108393,918064
108394,1615177
108395,166006
108396,130259
108397,485187
108398,152836
108399,127081
108400,126335
108401,757135
108402,127495
108403,1905844
108404,753788
108405,544038
108406,137585,1821702
108407,834620
108408,278104
108409,555308
108410,946530
108411,833666
108412,1545344
108413,1045604
108414,531077
108415,132738
108416,1928796
108417,1226293,1530913
108418,2686655
108419,1822664
108420,1595305
108421,1728434
108422,616682,1916198,527130
108423,1257812,1797448
108424,1944753,317759
108425,1913039,1601320,581032
108426,125465
108427,1278888
108428,329400
108429,147594
108430,123793
108431,2829293
108432,515055
108433,1333316
108434,1207456
108435,131533
108436,1895348
108437,178429
108438,130727
108439,2709694
108440,131533
108441,876394
108442,377662
108443,313821
108444,159931
108445,172027
108446,1851598,2035790,1467111,2459331,2830897
108447,724319,124204,562188,1539576,971268
108448,2250584
108449,1574534
108450,1780765
108451,1556504
108452,959200
108453,137585
108454,131533
108455,183194
108456,141761
108457,2463317
108458,431702
108459,909677
108460,1031440
108461,2136250,2706891
108462,2904743
108463,1378631
108464,1447941
108465,389631
108466,864299
108467,2163810
108468,1769937
108469,1031440
108470,1093026
108471,1617482
108472,1897655
108473,730008
108474,2743152
108475,174086
108476,148089
108477,1076484
108478,1631851
108479,168592
108480,194128
108481,834814
108482,430708
108483,1979590
108484,1615177
108485,1738544
108486,131117
108487,606223
108488,1142945
108489,1210233
108490,416213
108491,1294852
108492,166633
108493,1674806
108494,126335
108495,1769705
108496,1250367
108497,1729496
108498,132135
108499,1625102
108500,846616,1731993
108501,1213752,865585
108502,125424
108503,931734
108504,1408079
108505,1963564
108506,321100
108507,720677,2390516
108508,168610
108509,1110122
108510,127865,344794
108511,1959943
108512,1889597
108513,1279089
108514,1769705
108515,127865
108516,842449
108517,158028
108518,1920477
108519,154002
108520,516963
108521,150752,123793
108522,1621646,2052790,331636
108523,621706
108524,172027
108525,125424
108526,532135
108527,176490
108528,123373
108529,176490
108530,152836
108531,132738
108532,131117
108533,125424
108534,2653183,2122305
108535,1676837
108536,813428
108537,1056939
108538,2120468
108539,2461058
108540,468020,1429022
108541,2645343
108542,2755189
108543,1919019
108544,1706964
108545,1323121
108546,858304
108547,730008
108548,1148823
108549,806803
108550,1106697
108551,126335
108552,148690
108553,144051
108554,226278,1433766
108555,125465
108556,227716
108557,1730182
108558,131533
108559,1924247
108560,1484383
108561,152662
108562,1064397
108563,1404676
108564,2255218
108565,124553
108566,1940267
108567,145906,130259
108568,149739
108569,126335
108570,132738
108571,1043392
108572,1706067,1783282
108573,155820
108574,1982904
108575,125424
108576,141688
108577,1858651
108578,1695279
108579,1986190
108580,144714
108581,1686260
108582,126335
108583,129831
108584,1048184
108585,806803
108586,1695878
108587,877767,378274
108588,1793377
108589,1329072
108590,362332
108591,1063294
108592,2536470
108593,200393
108594,549867
108595,145906
108596,145906
108597,152662
108598,1453669
108599,914136
108600,716072
108601,1989948,1912012
108602,1351623
108603,162634
108604,172027
108605,963476
108606,360595
108607,289886
108608,507732
108609,1076484
108610,191243
108611,1173025
108612,424962
108613,136110
108614,178058
108615,2778191
108616,187477
108617,1829992
108618,240913
108619,2235993
108620,145906
108621,136860
108622,164593
108623,183200
108624,168592
108625,675714
108626,452942
108627,1623440
108628,2239596
108629,858304
108630,305868
108631,472922
108632,809891
108633,450618
108634,127865
108635,158794
108636,1745124
108637,734704
108638,1063761
108639,164051
108640,1630499
108641,132738
108642,2620667
108643,371022,370717
108644,1706964
108645,126335
108646,155820
108647,709832
108648,1859039
108649,240208
108650,1695279
108651,1045956
108652,2770385
108653,1848844,273492,1821048
108654,1228651
108655,141300
108656,160346
108657,615644,154002,247125,142179,146684
108658,1069879
108659,2833955,1548554
108660,1920477
108661,1082745
108662,756020
108663,1971222
108664,755371
108665,1778815
108666,2331652,1821947
108667,145906
108668,982932
108669,2812364
108670,180843
108671,152836
108672,139086
108673,146684
108674,147020
108675,152836,128959
108676,730604
108677,241019
108678,123793
108679,128959
108680,1437907
108681,523495,365727
108682,136860
108683,1373876
108684,922038
108685,2469789
108686,1769937
108687,644425
108688,174799
108689,1697200
108690,159931
108691,1444142,374312,2163810
108692,136860
108693,1793377
108694,126335
108695,1191552
108696,1883172
108697,482477
108698,204063
108699,154652
108700,123793
108701,154823
108702,168592
108703,1878529
108704,2160087
108705,131533
108706,914136
108707,1434272
108708,179124
108709,1616442
108710,183945
108711,164593
108712,1095695
108713,1548554,1613579
108714,969553
108715,1746190
108716,609338
108717,154823
108718,136860,403038,1484078
108719,2829293,288472
108720,1793377,1693615
108721,2465813
108722,325470
108723,2590191
108724,1956527
108725,1380305,873547
108726,961819
108727,194128,166633
108728,141761
108729,1827823
108730,1991804
108731,174086
108732,194182,1339136,1671970
108733,762257
108734,2853437
108735,936843
108736,141688
108737,145906
108738,555063
108739,1090064
108740,1359622
108741,2673990
108742,223146
108743,1953205
108744,1030312
108745,238402,1842150
108746,182915
108747,1581452
108748,241019
108749,135750
108750,132738
108751,127495
108752,134015
108753,1207541
108754,681455
108755,153475
108756,174086
108757,1678888
108758,407323
108759,1126394
108760,123793
108761,1274956
108762,1636171,451591
108763,375444
108764,1294660
108765,1849737
108766,828847
108767,902478
108768,124553
108769,131117
108770,137585
108771,1069879
108772,1213752
108773,573147
108774,155820
108775,2386057
108776,2400816,351928,1795593
108777,1615177,329769
108778,132738
108779,755371
108780,1859039
108781,127865
108782,2743152
108783,1429912
108784,879452
108785,172914
108786,390071
108787,126335,536592
108788,227716
108789,143094
108790,1228651
108791,172027
108792,666794
108793,137585
108794,166633
108795,424962
108796,547674
108797,141300
108798,190793
108799,137585
108800,1662059
108801,123793
108802,132738
108803,2569151
108804,1962198
108805,2334570,363135,1432088,2152395
108806,149913
108807,435001
108808,1971393
108809,1064397
108810,544045
108811,2326124
108812,660952
108813,1499974
108814,352365,2835610
108815,141688
108816,1738690
108817,1174307
108818,131533
108819,1773356,2872079
108820,387732
108821,1695279
108822,296430
108823,1484078,125465
108824,865225,1776214
108825,259136
108826,858304
108827,127865
108828,1920477
108829,128959
108830,2236220
108831,1433766
108832,127495
108833,1793377,1009845
108834,146684
108835,497910,1530271
108836,765872
108837,2113404
108838,2349556
108839,1138755,2908293
108840,1624526
108841,2189721
108842,153475
108843,147594
108844,1463604,269172
108845,2053531
108846,269172
108847,163328
108848,628492
108849,1711224
108850,124204
108851,130259
108852,174086
108853,2565135
108854,172027
108855,1805488
108856,2160087,2771463
108857,1773356
108858,890105
108859,1919019
108860,127865
108861,862815,2476239
108862,1154854
108863,2362525
108864,2940176
108865,304354
108866,153475
108867,185182
108868,175600,1563416
108869,619157
108870,1098399
108871,265806
108872,424962
108873,1429022
108874,1331220,1424883
108875,466944
108876,128959
108877,126335
108878,1325648
108879,911132
108880,1158313
108881,1661761
108882,635364
108883,138431
108884,199231
108885,617766
108886,986296
108887,2122305,753871
108888,2696263,2552714
108889,1976130
108890,1154504,2753495
108891,2028346,2856326
108892,1428822,222318,1673120
108893,398222,571931,1573992,1613149
108894,475271,2188431,2421831
108895,916090
108896,1780941,321674,1689209
108897,2496394
108898,292441,1034310
108899,2210425
108900,1687910
108901,2089475
108902,1144993,2185289
108903,174086
108904,1076484
108905,132738,123373
108906,310454,1248293
108907,1859768
108908,1082379
108909,545632,1213752,597613
108910,233953
108911,1223725
108912,2059409
108913,1274400
108914,1483804,474493,786827
108915,926842
108916,806803
108917,132738
108918,331636
108919,1308013
108920,1175903
108921,192258,1379493
108922,1247578
108923,673166,397391
108924,2193611
108925,2001228,682043,2842792
108926,2501372
108927,2761821
108928,475151
108929,2041383,1716120
108930,2883006,675714
108931,254493
108932,815195
108933,2213992
108934,527130
108935,231716
108936,1328587
108937,1882731
108938,1308013
108939,1995373
108940,1901762
108941,1651708
108942,331370,2603909,1008472
108943,254493
108944,1378631
108945,780380,131533
108946,135750
108947,127865
108948,1095695
108949,127495
108950,123793
108951,204063
108952,293358
108953,127495
108954,656480
108955,1009845
108956,127865
108957,124204
108958,141300
108959,1110122
108960,1729496
108961,124553
108962,179124
108963,1776443
108964,814116,1671970
108965,374793
108966,2481108
108967,138431
108968,138431
108969,1209909
108970,126335
108971,136110
108972,183194,144051
108973,472333
108974,864299
108975,1009409
108976,127865
108977,127865
108978,126335
108979,284665
108980,142179
108981,144051
108982,492247
108983,1156321
108984,1468203
108985,134393
108986,178058
108987,1661761
108988,1317878,468314
108989,1530271
108990,417055,1317846
108991,1213427
108992,178058
108993,124553
108994,377131
108995,1762904,759314,952836,1972833
108996,2086116
108997,383302
108998,146684
108999,131117
109000,123793
109001,137585
109002,136860
109003,131533
109004,126335,1378631
109005,148089
109006,531077
109007,730008
109008,1769937
109009,1831657
109010,1663870
109011,1018841,132135
109012,125465
109013,545632
109014,128730
109015,132135
109016,2096293
109017,747846
109018,755371
109019,136860
109020,139086
109021,802815
109022,461413
109023,1379559
109024,1337205
109025,1229740
109026,731134
109027,548104
109028,824925
109029,148089
109030,136860
109031,1778170,1203092
109032,1082384
109033,383730
109034,1667419,421373
109035,1729232
109036,1515339
109037,1420770
109038,1378631
109039,178429
109040,131698
109041,123373
109042,182915
109043,1832896
109044,1988709
109045,1730006,1213796
109046,1482569
109047,1265357
109048,498544,1460767
109049,2707029
109050,614741
109051,808681
109052,916090,814901,1174940,1084380
109053,331370
109054,190793
109055,150752
109056,1842923
109057,1711225
109058,132738
109059,127865
109060,1309537
109061,1013498
109062,1432504
109063,1562701
109064,2711691
109065,331370
109066,2088804
109067,1687910
109068,664127
109069,1731270
109070,1207456
109071,1582755
109072,187164
109073,179124
109074,174799
109075,152998
109076,1913010
109077,1530271
109078,1339601
109079,154002
109080,686884
109081,1695878
109082,123373
109083,131533
109084,134015
109085,1113191
109086,152836
109087,753788
109088,1655531
109089,1076484
109090,265806
109091,1878529
109092,1737394
109093,946530
109094,472922
109095,1186923
109096,1142945,1746190
109097,135750,1268360
109098,1082384
109099,558669
109100,1745932
109101,1698815
109102,452942
109103,2269659
109104,2756176
109105,819428
109106,1479699
109107,181161
109108,2636291
109109,1330312
109110,168610
109111,123793
109112,124553
109113,1584000
109114,1793868
109115,756784
109116,1463604
109117,174086
109118,1640699
109119,153475
109120,616481,166633,2321411
109121,2229395
109122,2046224
109123,2673874
109124,1197228
109125,136860
109126,124553
109127,1108814
109128,188485
109129,1989948
109130,1869763
109131,909677
109132,1729496,1108814
109133,1939936
109134,1422762
109135,855939,2444721
109136,2782788
109137,124204
109138,1532718
109139,174086
109140,131698
109141,174086
109142,180014
109143,1379559
109144,2658329
109145,272842
109146,2164765
109147,1041411
109148,644425
109149,141761
109150,310735
109151,166006
109152,527130,1312996
109153,182578
109154,1366101,795320,753788
109155,503009
109156,155820,638318
109157,1988815
109158,1797023
109159,1210233
109160,2891320
109161,126335
109162,123793
109163,1534987
109164,1793377
109165,1956527
109166,374312,1655531,127495
109167,2758251
109168,1210233
109169,1390827
109170,509406
109171,580227
109172,341294
109173,1472909
109174,706145
109175,379441,2760153
109176,913691,1871370
109177,1875650,2703625
109178,317029
109179,1099081
109180,944766
109181,1783600
109182,1685489
109183,2549740
109184,915043
109185,2402529
109186,2180197
109187,132738
109188,131117
109189,1273589
109190,1832871
109191,1010926
109192,2213992
109193,1229740
109194,152836
109195,2752000,2303762
109196,2452616,730008
109197,144051
109198,921642
109199,178058
109200,138431,152662
109201,159931
109202,1557314
109203,1882731
109204,127081
109205,1327434
109206,1754771
109207,127865
109208,1274956
109209,138431
109210,616682
109211,904251
109212,1800249,1895348
109213,2080312
109214,265806
109215,336097
109216,898529
109217,146684
109218,1406056,1340234
109219,1497935
109220,194182
109221,638318
109222,1454374
109223,634306
109224,839499
109225,1592585
109226,1108814
109227,1609392
109228,1687082
109229,141300
109230,1872602
109231,1238932
109232,999526
109233,925104
109234,668280
109235,926842
109236,132738
109237,168592
109238,1671465
109239,2090448
109240,2130194
109241,2707029
109242,1014293
109243,1674936
109244,147594
109245,143094
109246,2337876
109247,123793
109248,1496861
109249,1769705
109250,1516843
109251,1831657
109252,299987
109253,1819243,1687910,857508
109254,1323121
109255,128730
109256,2682289,640617
109257,1159412
109258,2660249
109259,2517880
109260,1551720
109261,183200
109262,1829992,918212
109263,2565135
109264,1064397
109265,1699137
109266,135459
109267,132135
109268,1001122
109269,125564
109270,1982904
109271,1661761
109272,127081
109273,164051
109274,1018841
109275,763288
109276,284665
109277,196859
109278,148089
109279,168610
109280,2398521
109281,1260666
109282,174086
109283,144051
109284,1108814
109285,1769705
109286,984289
109287,1056174
109288,2461058
109289,1706067,727157
109290,1057309
109291,1948542
